job_role,industry,education_level,location,company_type,company_size,years_experience,years_at_company,performance_rating,num_skills,certifications,projects_completed,promotions_received,overtime_hours_week,distance_from_work,monthly_hours,salary_lpa,increment_pct,promotion_prob
ML Engineer,Government/PSU,MBA,Delhi NCR,Mid-size,Large (500-5000),1.0,1.0,5.0,7,1,7,2,0,0,186,25.05,14.3,0.93
Senior Software Engineer,Manufacturing,High School,Remote,Indian Large Corp,Large (500-5000),3.4,0.3,3.2,5,2,14,1,10,23,146,23.1,9.8,0.4
Fresher / Junior Dev,Manufacturing,Bachelor's,Hyderabad,MNC,Enterprise (5000+),12.2,5.5,2.4,8,1,28,4,2,4,203,25.18,7.9,0.33
Marketing Manager,Startup,Bachelor's,Pune,Startup,Small (<50),0.3,0.3,3.7,4,0,6,1,0,7,143,18.08,11.6,0.52
Senior Software Engineer,Startup,Master's,Delhi NCR,Mid-size,Enterprise (5000+),4.2,2.9,2.4,6,1,18,3,1,31,198,33.57,6.9,0.52
Business Analyst,Education,Master's,Remote,Government/PSU,Mid (50-500),11.0,1.0,3.1,5,2,26,2,1,72,160,16.58,11.0,0.4
Fresher / Junior Dev,Consulting,Bachelor's,Chennai,MNC,Large (500-5000),0.1,0.1,4.8,2,3,5,0,5,16,171,20.54,16.1,0.41
DevOps Engineer,Healthcare,MBA,Tier-2 City,Startup,Large (500-5000),0.9,0.9,3.8,5,0,11,1,9,7,178,22.05,13.7,0.54
Senior Software Engineer,Government/PSU,High School,Ahmedabad,MNC,Small (<50),2.2,2.0,4.3,5,0,12,1,7,35,180,19.84,13.0,0.59
Business Analyst,Government/PSU,High School,Delhi NCR,MNC,Small (<50),4.2,2.4,3.9,5,2,13,1,9,16,147,18.62,12.6,0.58
HR Manager,Startup,Bachelor's,Tier-2 City,MNC,Large (500-5000),5.0,5.0,3.3,6,1,14,2,1,24,124,17.51,12.4,0.49
Business Analyst,Healthcare,Diploma,Mumbai,Mid-size,Enterprise (5000+),10.6,0.1,3.7,3,0,26,2,6,21,165,24.55,11.8,0.43
Tech Lead,Manufacturing,Master's,Bangalore,MNC,Small (<50),9.2,5.7,4.5,3,2,20,2,3,32,178,44.62,14.9,0.54
Data Analyst,Education,Bachelor's,Bangalore,MNC,Mid (50-500),17.4,1.0,3.7,5,1,34,4,12,14,212,31.24,9.4,0.4
Business Analyst,E-Commerce,Bachelor's,Bangalore,Startup,Mid (50-500),3.0,0.1,5.0,6,1,12,0,7,9,160,27.4,14.9,0.48
Product Manager,IT / Software,Master's,Remote,Indian Large Corp,Small (<50),1.7,1.0,3.2,7,0,10,0,5,14,155,26.86,8.9,0.38
Cybersecurity Analyst,Manufacturing,PhD,Delhi NCR,Startup,Enterprise (5000+),4.7,2.9,3.6,6,0,16,3,12,6,156,35.85,12.4,0.62
HR Manager,Finance & Banking,Diploma,Kolkata,MNC,Large (500-5000),7.1,1.8,2.9,4,0,14,2,1,17,151,19.74,7.3,0.32
Senior Software Engineer,E-Commerce,MBA,Hyderabad,MNC,Small (<50),1.3,0.8,3.5,1,0,7,1,2,0,180,26.76,9.8,0.49
Data Analyst,Finance & Banking,Master's,Ahmedabad,MNC,Large (500-5000),1.3,1.2,2.9,4,2,11,0,9,29,198,20.49,10.9,0.29
DevOps Engineer,Manufacturing,Master's,Bangalore,Mid-size,Small (<50),8.8,0.2,3.4,4,0,17,3,2,1,205,20.13,8.9,0.49
Engineering Manager,Startup,PhD,Chennai,MNC,Small (<50),6.7,0.4,3.0,2,1,20,2,7,7,125,45.55,11.9,0.29
Engineering Manager,IT / Software,PhD,Bangalore,Mid-size,Enterprise (5000+),1.7,1.7,4.4,4,0,11,2,1,5,187,54.82,12.2,0.69
QA Engineer,Consulting,Diploma,Delhi NCR,Startup,Mid (50-500),14.5,1.0,3.4,6,3,28,3,9,11,170,30.9,9.5,0.37
Cloud Architect,Consulting,MBA,Mumbai,Startup,Enterprise (5000+),4.9,1.1,2.9,4,2,14,1,3,7,182,45.35,12.0,0.4
HR Manager,E-Commerce,Bachelor's,Pune,MNC,Mid (50-500),0.5,0.5,4.0,4,1,8,1,0,0,167,22.78,12.4,0.56
Software Engineer,E-Commerce,Diploma,Tier-2 City,Startup,Enterprise (5000+),0.3,0.3,4.2,3,1,8,0,10,3,195,17.31,13.3,0.36
Data Scientist,Education,High School,Kolkata,Mid-size,Enterprise (5000+),0.8,0.8,3.6,5,0,11,0,1,40,164,14.02,12.5,0.39
Software Engineer,Manufacturing,Diploma,Remote,Indian Large Corp,Mid (50-500),0.1,0.1,2.5,5,2,7,2,4,33,171,17.48,10.5,0.73
Cloud Architect,Government/PSU,Master's,Ahmedabad,Mid-size,Small (<50),0.5,0.5,2.8,4,0,8,0,0,41,165,14.79,9.7,0.33
Marketing Manager,IT / Software,MBA,Chennai,Startup,Small (<50),7.8,3.3,4.2,3,0,23,1,4,10,155,25.99,10.2,0.47
Fresher / Junior Dev,Healthcare,Bachelor's,Delhi NCR,Indian Large Corp,Enterprise (5000+),4.0,2.3,3.0,3,1,10,2,0,3,163,17.19,11.5,0.37
Engineering Manager,Government/PSU,MBA,Chennai,Indian Large Corp,Enterprise (5000+),4.5,1.6,4.0,8,0,11,1,1,33,147,40.81,11.7,0.57
Data Scientist,Media & Entertainment,Bachelor's,Ahmedabad,Government/PSU,Small (<50),1.8,0.8,2.6,6,1,16,0,0,93,181,11.94,8.9,0.35
Cybersecurity Analyst,Media & Entertainment,PhD,Hyderabad,MNC,Enterprise (5000+),0.9,0.9,3.2,6,0,6,0,6,20,170,32.89,11.0,0.4
Data Scientist,Finance & Banking,Bachelor's,Mumbai,MNC,Large (500-5000),10.9,10.9,3.0,2,1,23,3,3,6,171,49.29,9.5,0.32
Product Manager,Manufacturing,PhD,Mumbai,Indian Large Corp,Large (500-5000),5.6,1.8,3.6,5,1,17,1,5,1,179,39.48,12.8,0.4
Operations Manager,Consulting,Bachelor's,Pune,Startup,Enterprise (5000+),3.4,1.0,1.4,7,1,18,1,4,31,160,22.75,4.1,0.31
Business Analyst,Healthcare,High School,Ahmedabad,MNC,Enterprise (5000+),0.9,0.9,3.7,3,2,3,0,8,7,133,19.34,10.1,0.28
Finance Analyst,Startup,High School,Bangalore,Startup,Enterprise (5000+),11.9,4.7,2.6,7,1,23,3,6,12,175,26.36,6.5,0.42
Engineering Manager,Manufacturing,Bachelor's,Chennai,MNC,Large (500-5000),0.6,0.6,1.6,6,0,11,2,2,12,163,40.2,4.6,0.66
Fresher / Junior Dev,IT / Software,PhD,Hyderabad,Mid-size,Small (<50),9.1,0.4,2.8,3,0,26,3,3,41,178,17.43,8.8,0.33
Data Scientist,Finance & Banking,PhD,Ahmedabad,Startup,Small (<50),3.9,0.2,2.3,5,0,18,0,0,4,176,21.33,10.8,0.27
QA Engineer,Education,High School,Mumbai,Indian Large Corp,Small (<50),3.5,1.6,2.4,3,2,10,1,7,8,180,11.84,6.2,0.34
Data Scientist,E-Commerce,High School,Ahmedabad,Indian Large Corp,Mid (50-500),0.1,0.1,3.7,1,0,7,1,6,10,193,16.82,11.8,0.51
Data Analyst,Media & Entertainment,PhD,Mumbai,Startup,Mid (50-500),2.9,1.2,3.6,3,0,17,2,14,100,179,23.1,9.4,0.46
Software Engineer,Consulting,Diploma,Ahmedabad,Government/PSU,Enterprise (5000+),12.2,0.2,4.1,6,1,27,5,8,4,193,22.31,16.0,0.47
Cloud Architect,Manufacturing,Master's,Bangalore,MNC,Small (<50),3.7,2.3,4.4,4,3,14,0,2,7,187,42.15,13.0,0.44
Tech Lead,Consulting,High School,Pune,Indian Large Corp,Enterprise (5000+),7.2,6.7,3.4,8,1,18,1,5,35,174,45.77,10.6,0.46
Senior Software Engineer,Government/PSU,PhD,Tier-2 City,Indian Large Corp,Large (500-5000),7.8,1.3,4.2,5,1,19,1,6,25,240,27.84,10.1,0.44
Data Analyst,Education,High School,Pune,Indian Large Corp,Large (500-5000),8.3,2.7,3.7,4,1,18,2,6,81,136,20.42,13.0,0.5
Product Manager,Finance & Banking,Bachelor's,Mumbai,Mid-size,Enterprise (5000+),3.1,3.1,3.2,4,3,9,0,4,24,201,33.09,12.8,0.34
DevOps Engineer,Education,Bachelor's,Kolkata,Indian Large Corp,Large (500-5000),3.2,0.2,3.9,6,1,13,1,6,14,187,18.23,11.1,0.49
Operations Manager,E-Commerce,Diploma,Hyderabad,MNC,Enterprise (5000+),3.3,0.9,3.8,7,0,16,0,9,9,192,29.72,10.2,0.42
Marketing Manager,Finance & Banking,Diploma,Mumbai,Startup,Large (500-5000),1.8,0.2,1.9,5,1,7,1,1,12,160,19.03,6.4,0.35
Cybersecurity Analyst,Healthcare,High School,Tier-2 City,Government/PSU,Large (500-5000),5.0,2.6,5.0,5,2,14,2,4,35,182,17.16,14.2,0.58
Data Scientist,Consulting,PhD,Remote,Indian Large Corp,Mid (50-500),18.1,3.3,4.0,6,1,35,5,5,29,195,42.01,10.9,0.58
Finance Analyst,Education,PhD,Kolkata,Mid-size,Mid (50-500),5.9,0.4,3.4,6,2,16,2,2,8,152,17.83,11.7,0.47
Data Analyst,Manufacturing,Master's,Kolkata,Mid-size,Large (500-5000),14.3,0.4,4.5,6,0,32,4,10,16,198,26.51,12.3,0.54
Business Analyst,Finance & Banking,Diploma,Kolkata,Mid-size,Large (500-5000),1.9,1.9,2.9,4,2,6,0,8,12,160,17.1,8.4,0.33
Software Engineer,IT / Software,Master's,Chennai,Mid-size,Small (<50),9.8,9.2,3.4,2,2,22,2,7,27,180,23.31,12.1,0.28
Data Scientist,Healthcare,PhD,Ahmedabad,MNC,Mid (50-500),0.2,0.2,3.4,5,2,9,0,4,48,174,24.8,10.7,0.43
Marketing Manager,Education,PhD,Hyderabad,MNC,Small (<50),0.6,0.6,3.1,8,1,9,1,8,25,178,18.69,8.0,0.6
Fresher / Junior Dev,Startup,MBA,Bangalore,Startup,Enterprise (5000+),1.7,0.6,3.1,4,0,8,0,3,6,178,20.44,12.8,0.32
Tech Lead,Consulting,PhD,Ahmedabad,Startup,Small (<50),0.0,0.0,3.0,3,0,7,1,5,5,207,26.57,9.6,0.54
Data Scientist,Media & Entertainment,MBA,Hyderabad,MNC,Large (500-5000),1.0,1.0,3.3,7,0,6,0,2,65,190,31.95,10.1,0.43
Data Scientist,Consulting,PhD,Pune,Mid-size,Enterprise (5000+),4.9,4.9,2.7,3,0,13,2,7,12,162,29.62,8.2,0.26
Marketing Manager,Healthcare,Master's,Hyderabad,Mid-size,Mid (50-500),8.4,1.7,1.8,5,2,20,3,10,8,134,22.49,4.6,0.35
Cloud Architect,Startup,PhD,Ahmedabad,Indian Large Corp,Enterprise (5000+),1.2,1.2,3.6,4,2,10,0,4,12,182,27.42,11.3,0.26
Engineering Manager,IT / Software,Master's,Mumbai,Startup,Large (500-5000),0.7,0.7,3.3,5,0,8,0,0,13,193,38.81,10.1,0.37
ML Engineer,Healthcare,Bachelor's,Mumbai,Startup,Large (500-5000),3.0,1.8,4.0,4,1,15,2,6,20,186,40.2,11.5,0.58
Senior Software Engineer,IT / Software,Bachelor's,Remote,Indian Large Corp,Enterprise (5000+),15.9,1.9,3.0,4,1,27,3,3,55,144,43.36,11.8,0.39
Software Engineer,Finance & Banking,High School,Tier-2 City,Mid-size,Enterprise (5000+),10.0,4.1,3.8,3,0,24,2,8,0,171,19.35,11.9,0.42
Sales Executive,Government/PSU,MBA,Pune,MNC,Large (500-5000),1.0,1.0,2.9,7,1,9,1,3,5,208,18.71,7.8,0.51
Product Manager,IT / Software,MBA,Chennai,Mid-size,Small (<50),8.7,1.1,3.4,8,0,19,3,3,1,197,26.61,9.5,0.44
Engineering Manager,Government/PSU,Bachelor's,Remote,Indian Large Corp,Small (<50),3.9,3.9,3.2,4,1,14,0,5,12,160,23.76,6.5,0.33
Operations Manager,Government/PSU,Bachelor's,Delhi NCR,Startup,Enterprise (5000+),0.4,0.4,3.5,4,3,7,0,3,4,173,22.04,10.8,0.33
Operations Manager,Education,High School,Hyderabad,Government/PSU,Mid (50-500),1.7,0.1,3.4,4,2,7,0,0,63,166,11.86,8.1,0.31
Marketing Manager,Education,High School,Mumbai,MNC,Large (500-5000),2.5,2.5,3.3,5,0,16,1,0,19,208,17.15,7.4,0.43
Finance Analyst,Education,High School,Delhi NCR,Startup,Small (<50),0.3,0.3,3.4,7,0,6,0,4,0,182,10.92,10.6,0.46
Operations Manager,IT / Software,MBA,Kolkata,Government/PSU,Mid (50-500),4.7,4.7,2.5,5,2,15,2,9,7,197,15.32,7.5,0.44
Data Analyst,E-Commerce,High School,Mumbai,Startup,Large (500-5000),1.3,1.3,3.6,4,1,10,0,0,26,124,18.26,12.2,0.29
Engineering Manager,Media & Entertainment,Diploma,Delhi NCR,Indian Large Corp,Mid (50-500),3.2,1.7,3.6,2,4,13,2,4,1,202,40.59,10.9,0.46
HR Manager,E-Commerce,High School,Chennai,Startup,Enterprise (5000+),1.6,0.2,2.5,4,2,12,0,0,22,175,19.63,9.3,0.19
Fresher / Junior Dev,Consulting,Diploma,Bangalore,Indian Large Corp,Large (500-5000),13.0,1.7,2.6,7,2,31,3,0,13,183,21.17,6.8,0.38
UI/UX Designer,Education,High School,Delhi NCR,Startup,Small (<50),12.5,8.8,4.3,11,2,22,4,0,2,143,21.15,14.4,0.54
Finance Analyst,Healthcare,High School,Pune,Indian Large Corp,Enterprise (5000+),1.7,1.0,3.5,4,2,9,1,9,45,183,22.6,8.1,0.54
Fresher / Junior Dev,E-Commerce,Diploma,Hyderabad,Mid-size,Enterprise (5000+),4.6,2.0,4.4,3,0,10,1,10,15,171,19.4,10.6,0.52
HR Manager,Government/PSU,PhD,Pune,Indian Large Corp,Small (<50),5.3,5.3,4.3,5,0,16,2,10,58,196,19.12,9.8,0.52
Marketing Manager,E-Commerce,PhD,Bangalore,Government/PSU,Large (500-5000),1.8,0.9,2.1,8,1,10,2,7,26,167,24.43,7.5,0.49
Product Manager,Government/PSU,High School,Remote,Indian Large Corp,Enterprise (5000+),0.0,0.0,4.2,8,1,7,0,2,47,154,22.45,12.2,0.43
Finance Analyst,Consulting,High School,Tier-2 City,Startup,Small (<50),2.3,2.3,4.3,4,1,14,1,9,45,169,14.16,12.1,0.55
Engineering Manager,Startup,PhD,Pune,Indian Large Corp,Large (500-5000),3.2,3.2,3.3,7,2,11,1,12,1,184,46.64,9.2,0.35
Senior Software Engineer,Consulting,PhD,Remote,Indian Large Corp,Large (500-5000),15.3,7.0,3.4,3,2,36,3,8,51,164,50.86,8.0,0.32
HR Manager,IT / Software,PhD,Remote,Mid-size,Large (500-5000),11.6,4.2,2.4,6,1,27,3,1,4,167,28.81,5.5,0.37
Sales Executive,Government/PSU,Master's,Remote,Government/PSU,Mid (50-500),1.1,1.1,2.6,5,1,8,0,7,30,161,8.65,7.1,0.22
Cybersecurity Analyst,E-Commerce,Bachelor's,Ahmedabad,Indian Large Corp,Enterprise (5000+),2.0,0.4,4.7,10,1,11,0,7,1,214,24.87,12.1,0.65
Tech Lead,Government/PSU,Bachelor's,Delhi NCR,Indian Large Corp,Small (<50),11.1,6.5,2.6,4,2,24,2,10,1,156,30.36,5.8,0.42
UI/UX Designer,Finance & Banking,PhD,Delhi NCR,Government/PSU,Mid (50-500),6.6,6.6,3.0,3,1,14,1,11,31,198,18.82,12.3,0.3
Data Analyst,Consulting,Diploma,Mumbai,MNC,Small (<50),4.6,2.0,3.3,5,2,18,2,3,6,204,22.62,11.2,0.45
HR Manager,Healthcare,PhD,Bangalore,MNC,Small (<50),0.0,0.0,2.8,5,1,7,1,14,22,138,24.47,7.7,0.51
Fresher / Junior Dev,Healthcare,Bachelor's,Chennai,MNC,Mid (50-500),8.6,1.8,3.5,3,3,19,2,1,22,197,21.04,10.3,0.39
Finance Analyst,Startup,Master's,Pune,Government/PSU,Large (500-5000),6.5,2.1,4.0,4,0,15,1,4,23,148,19.09,11.0,0.44
Data Scientist,Healthcare,Diploma,Delhi NCR,Indian Large Corp,Mid (50-500),0.9,0.9,2.8,2,3,12,0,0,97,213,22.46,8.0,0.13
HR Manager,IT / Software,Diploma,Tier-2 City,Startup,Mid (50-500),6.2,0.1,1.8,5,1,18,1,4,6,176,15.75,6.5,0.31
Operations Manager,Government/PSU,Bachelor's,Bangalore,Government/PSU,Large (500-5000),5.3,0.0,3.8,4,1,12,2,7,19,181,17.6,11.6,0.44
Business Analyst,Finance & Banking,MBA,Hyderabad,Startup,Small (<50),2.1,2.1,2.7,11,0,9,0,9,6,177,22.07,9.7,0.38
Operations Manager,Media & Entertainment,Bachelor's,Ahmedabad,Government/PSU,Mid (50-500),1.1,0.8,3.9,5,0,9,1,1,97,180,12.4,12.0,0.52
Fresher / Junior Dev,E-Commerce,MBA,Mumbai,Indian Large Corp,Small (<50),13.9,3.3,2.9,5,0,25,4,14,0,167,20.17,8.7,0.38
UI/UX Designer,Media & Entertainment,PhD,Delhi NCR,Indian Large Corp,Enterprise (5000+),0.2,0.2,3.4,5,3,7,1,5,25,203,27.6,10.0,0.53
Senior Software Engineer,IT / Software,MBA,Remote,Government/PSU,Mid (50-500),6.6,1.9,3.5,5,1,15,2,1,0,215,27.68,11.4,0.39
QA Engineer,Consulting,High School,Mumbai,Government/PSU,Mid (50-500),22.3,2.1,2.2,3,0,40,5,7,69,134,17.59,7.7,0.26
Data Analyst,Media & Entertainment,Master's,Pune,Mid-size,Mid (50-500),2.5,0.9,3.3,5,0,16,0,9,16,200,16.3,9.4,0.3
Sales Executive,Healthcare,High School,Ahmedabad,Mid-size,Enterprise (5000+),11.2,0.9,2.8,5,0,28,3,6,20,193,13.02,8.3,0.34
HR Manager,Finance & Banking,MBA,Mumbai,Indian Large Corp,Mid (50-500),2.3,2.3,3.6,6,0,9,0,8,2,167,18.65,11.7,0.43
QA Engineer,Manufacturing,High School,Remote,Mid-size,Enterprise (5000+),8.6,1.3,2.1,10,1,23,2,9,44,185,18.59,6.7,0.41
Product Manager,Consulting,Bachelor's,Chennai,Mid-size,Small (<50),0.2,0.2,3.5,3,0,10,2,7,40,166,20.18,10.7,0.73
QA Engineer,IT / Software,Master's,Bangalore,Mid-size,Mid (50-500),1.0,1.0,2.7,7,0,6,1,3,46,177,20.77,7.9,0.41
Cloud Architect,Media & Entertainment,Bachelor's,Tier-2 City,Indian Large Corp,Mid (50-500),2.7,2.3,2.7,9,0,7,0,1,31,168,23.21,10.3,0.29
Finance Analyst,Finance & Banking,MBA,Mumbai,Government/PSU,Small (<50),4.0,2.0,3.7,5,1,13,1,0,3,192,17.18,11.8,0.37
Sales Executive,Startup,Diploma,Hyderabad,Government/PSU,Large (500-5000),2.3,0.2,5.0,3,1,8,0,9,14,171,13.04,16.4,0.46
Senior Software Engineer,Media & Entertainment,Diploma,Pune,Startup,Enterprise (5000+),32.0,2.7,2.9,5,1,57,8,4,22,152,64.94,9.2,0.37
Tech Lead,E-Commerce,MBA,Chennai,Government/PSU,Enterprise (5000+),12.0,1.1,2.5,5,1,24,4,2,25,162,44.62,8.7,0.33
Cloud Architect,Government/PSU,Diploma,Mumbai,Mid-size,Enterprise (5000+),0.4,0.4,4.6,4,1,8,1,7,0,178,27.93,13.5,0.58
Marketing Manager,Consulting,High School,Hyderabad,Indian Large Corp,Small (<50),5.5,0.3,2.6,5,0,17,2,5,0,164,13.26,7.8,0.36
QA Engineer,Education,High School,Kolkata,Startup,Enterprise (5000+),15.2,6.5,4.2,7,3,31,3,1,36,210,24.28,7.9,0.49
Senior Software Engineer,Education,PhD,Hyderabad,Indian Large Corp,Small (<50),15.3,5.4,3.8,5,2,34,3,9,10,175,28.78,12.0,0.38
Data Scientist,Finance & Banking,MBA,Kolkata,MNC,Small (<50),3.2,3.2,3.4,5,0,10,0,6,7,154,19.96,9.7,0.53
Tech Lead,Consulting,Bachelor's,Hyderabad,MNC,Mid (50-500),1.3,1.2,2.4,5,0,7,0,9,9,195,29.57,8.7,0.24
Fresher / Junior Dev,Finance & Banking,Diploma,Hyderabad,Mid-size,Small (<50),10.1,0.9,2.6,5,0,30,2,2,0,181,13.67,10.2,0.35
HR Manager,Government/PSU,Master's,Remote,MNC,Enterprise (5000+),3.0,3.0,4.3,4,0,17,0,0,7,144,21.51,10.0,0.42
Software Engineer,Government/PSU,Diploma,Remote,Indian Large Corp,Small (<50),15.0,0.1,2.2,5,0,34,3,8,24,201,14.75,6.1,0.3
UI/UX Designer,Media & Entertainment,High School,Remote,Indian Large Corp,Small (<50),1.3,0.3,2.7,4,0,11,1,6,57,170,12.55,7.4,0.38
Software Engineer,Consulting,Bachelor's,Tier-2 City,Indian Large Corp,Small (<50),23.8,2.3,3.2,3,1,45,6,7,32,147,26.94,8.0,0.47
Fresher / Junior Dev,Finance & Banking,Diploma,Kolkata,Indian Large Corp,Large (500-5000),2.7,1.2,4.3,7,1,15,0,0,5,150,18.42,12.0,0.46
QA Engineer,Manufacturing,PhD,Delhi NCR,Mid-size,Enterprise (5000+),0.8,0.8,4.7,7,0,8,2,6,29,155,22.85,14.0,0.9
Sales Executive,Government/PSU,Bachelor's,Hyderabad,Indian Large Corp,Large (500-5000),18.6,3.4,4.2,4,3,35,5,4,30,173,27.4,11.7,0.46
DevOps Engineer,Education,High School,Chennai,Indian Large Corp,Small (<50),6.3,4.1,2.7,2,2,17,2,7,0,165,16.95,10.7,0.29
DevOps Engineer,Healthcare,PhD,Kolkata,Startup,Small (<50),1.7,0.9,4.0,4,1,4,1,8,2,161,23.3,11.5,0.46
ML Engineer,Government/PSU,High School,Delhi NCR,MNC,Large (500-5000),1.9,1.9,3.5,4,1,10,1,2,11,183,18.16,9.1,0.49
Fresher / Junior Dev,Startup,MBA,Bangalore,Indian Large Corp,Large (500-5000),1.1,1.1,3.8,5,3,9,1,2,20,204,24.4,12.0,0.57
DevOps Engineer,Media & Entertainment,High School,Mumbai,Government/PSU,Enterprise (5000+),0.6,0.6,4.1,4,1,9,0,6,55,159,20.27,11.9,0.4
Sales Executive,Manufacturing,PhD,Pune,Mid-size,Enterprise (5000+),0.7,0.7,2.3,5,0,10,0,0,4,194,16.73,6.6,0.27
DevOps Engineer,Government/PSU,PhD,Tier-2 City,MNC,Enterprise (5000+),1.7,1.7,3.5,4,1,7,1,7,3,214,23.78,10.8,0.48
Finance Analyst,E-Commerce,Bachelor's,Bangalore,Mid-size,Large (500-5000),5.2,4.4,4.4,5,2,15,1,0,5,181,27.26,12.2,0.48
Senior Software Engineer,Consulting,PhD,Mumbai,Mid-size,Large (500-5000),1.3,1.3,2.4,4,1,6,0,12,8,174,29.42,9.0,0.27
UI/UX Designer,Manufacturing,Master's,Bangalore,Government/PSU,Mid (50-500),1.6,1.6,4.0,6,1,8,0,7,19,183,15.98,13.9,0.42
Senior Software Engineer,Education,High School,Ahmedabad,Mid-size,Mid (50-500),7.4,2.3,3.3,5,2,21,3,5,22,177,17.91,11.3,0.4
Senior Software Engineer,Finance & Banking,High School,Hyderabad,Mid-size,Small (<50),2.6,2.6,3.9,4,0,13,1,2,3,149,18.58,12.3,0.36
Marketing Manager,Consulting,High School,Tier-2 City,MNC,Enterprise (5000+),3.5,3.5,3.2,6,1,20,1,6,34,171,19.53,9.7,0.46
Fresher / Junior Dev,Startup,High School,Mumbai,Mid-size,Large (500-5000),18.8,4.9,2.3,4,0,38,4,8,47,191,12.33,8.0,0.24
UI/UX Designer,Manufacturing,Bachelor's,Tier-2 City,Mid-size,Small (<50),9.9,4.1,1.7,5,3,22,3,8,58,130,14.19,6.2,0.27
Senior Software Engineer,IT / Software,High School,Pune,MNC,Small (<50),5.6,0.3,3.1,4,1,17,1,10,9,167,28.03,11.7,0.48
Marketing Manager,Education,PhD,Pune,Mid-size,Large (500-5000),11.8,4.7,3.3,4,2,24,2,3,22,203,25.64,10.7,0.34
Engineering Manager,Education,Master's,Tier-2 City,Indian Large Corp,Large (500-5000),4.0,4.0,4.4,6,0,19,2,2,9,159,35.51,14.6,0.57
Sales Executive,Consulting,Master's,Delhi NCR,Mid-size,Enterprise (5000+),3.0,3.0,3.7,7,0,10,1,0,11,150,22.33,10.0,0.51
Software Engineer,Media & Entertainment,Bachelor's,Remote,Government/PSU,Mid (50-500),2.6,0.2,4.4,6,1,8,0,4,20,175,16.29,14.0,0.56
Marketing Manager,Education,Master's,Delhi NCR,Mid-size,Enterprise (5000+),1.7,1.7,3.7,9,0,9,0,6,6,155,21.47,12.1,0.39
UI/UX Designer,Finance & Banking,High School,Hyderabad,Government/PSU,Small (<50),16.8,0.8,3.0,11,0,29,5,7,0,184,20.18,10.1,0.53
Fresher / Junior Dev,Consulting,MBA,Mumbai,MNC,Small (<50),7.9,1.9,2.9,6,2,17,3,5,13,140,24.45,10.8,0.48
Product Manager,Finance & Banking,PhD,Kolkata,Mid-size,Mid (50-500),1.1,1.1,3.9,7,2,13,1,7,11,154,25.04,13.4,0.62
Cloud Architect,Media & Entertainment,High School,Mumbai,Mid-size,Large (500-5000),8.5,8.5,3.5,7,3,19,4,0,60,174,41.29,13.0,0.43
Engineering Manager,Manufacturing,High School,Hyderabad,MNC,Large (500-5000),0.1,0.1,3.5,3,2,2,0,10,0,180,41.07,10.8,0.34
Software Engineer,Finance & Banking,Master's,Ahmedabad,Mid-size,Small (<50),0.9,0.0,3.1,6,3,9,0,5,0,178,16.7,9.8,0.38
UI/UX Designer,Manufacturing,PhD,Ahmedabad,Startup,Enterprise (5000+),1.2,1.2,4.1,5,0,10,1,1,33,172,21.49,10.7,0.49
Business Analyst,IT / Software,High School,Hyderabad,Indian Large Corp,Mid (50-500),0.1,0.1,4.5,8,1,9,0,5,4,142,20.17,14.0,0.5
Data Scientist,Government/PSU,MBA,Kolkata,Startup,Small (<50),0.4,0.4,4.5,4,0,7,0,3,5,163,14.34,13.5,0.37
Product Manager,Manufacturing,Bachelor's,Kolkata,MNC,Enterprise (5000+),8.5,3.6,3.6,10,1,23,2,0,22,169,39.13,10.2,0.45
Operations Manager,Manufacturing,Bachelor's,Pune,Startup,Enterprise (5000+),5.8,0.5,3.3,6,1,20,2,9,34,168,27.23,10.9,0.42
Marketing Manager,Media & Entertainment,Bachelor's,Remote,Indian Large Corp,Large (500-5000),0.5,0.5,2.7,8,2,5,0,0,25,180,19.41,10.3,0.4
Marketing Manager,Media & Entertainment,High School,Hyderabad,Indian Large Corp,Small (<50),4.4,4.4,3.0,6,3,14,1,6,99,142,16.98,7.1,0.43
Data Analyst,Government/PSU,Diploma,Delhi NCR,Mid-size,Large (500-5000),2.9,0.7,2.9,10,1,13,2,6,3,172,13.98,10.1,0.51
Fresher / Junior Dev,Startup,PhD,Delhi NCR,Government/PSU,Enterprise (5000+),2.9,0.9,2.1,6,1,10,2,3,12,191,16.06,4.6,0.42
DevOps Engineer,Finance & Banking,MBA,Pune,Mid-size,Large (500-5000),2.1,0.1,3.7,3,3,7,0,3,13,177,22.51,11.0,0.39
Software Engineer,Startup,High School,Pune,Startup,Large (500-5000),1.6,1.6,2.1,3,3,11,1,0,5,155,17.31,8.6,0.35
Sales Executive,Education,Bachelor's,Hyderabad,Government/PSU,Mid (50-500),6.2,1.6,3.4,7,2,12,1,1,40,156,12.68,10.7,0.39
Marketing Manager,Media & Entertainment,MBA,Ahmedabad,Government/PSU,Small (<50),1.1,1.1,2.3,8,1,6,1,3,23,167,11.25,6.0,0.47
Fresher / Junior Dev,Government/PSU,Diploma,Kolkata,Startup,Enterprise (5000+),2.8,2.8,3.2,6,0,13,0,1,100,175,12.93,9.8,0.43
Finance Analyst,Government/PSU,MBA,Hyderabad,Startup,Small (<50),4.3,4.3,3.5,2,1,15,3,5,40,174,17.3,9.6,0.43
DevOps Engineer,Manufacturing,Diploma,Delhi NCR,Mid-size,Small (<50),7.6,1.0,4.3,3,1,19,2,0,37,157,20.49,14.9,0.47
